,Market
0,"--Select--
 Agar
 Akodiya
 Akodiya(F&V)
 Badod
 Berachha
 Bercha(F&V)
 Kalapipal
 Kalapipal(F&V)
 Maksi
 Maksi(F&V)
 Momanbadodiya
 Momanbadodiya(F&V)
 Nalkehda
 Shajapur
 Shajapur(F&V)
 Shujalpur
 Shujalpur(F&V)
 Soyatkalan
 Susner"
